jaya tiasa falls 1.72% on potential negative impact from levy hike ,-1
scoot to pick up four boeing 787 dreamliners in 2017,0
matang falls 3.85% on losing bid for land and oil mill,-1
klci ticks up in line with regional peers,0
http://assets.theedgemarkets.com/astro-malaysia-1_5.jpg,0
bursa keeps target to launch sme market in 2q,0
nazir: govt needs to improve transparency after 1mdb scandal,-1
"ipic, 1mdb settlement deal gets court approval",1
star board gives green light for sale of stake in cityneon - sources,1
deposit returned to iwh crec,0
"jaya tiasa, ta ann could be hit by timber levy hike, says cimb research ",0
"real gdp to pick up to slightly more than 5% y-o-y in 1q, says rhb research ",1
"global airline share prices rose by 2.5% in april, says iata ",1
"mycron in position to trade higher again, says alliancedbs research",1
"immediate support for fajarbaru at 87.5 sen, says alliancedbs research",1
"immediate support for gadang at rm1.25, says alliancedbs research",1
"limited upside for klci in line with global retreat, support at 1,769  ",-1
thaibev 1h earnings fall 1.8% to s$580 mil,-1
ascendas hospitality trust declares record dps of 5.68 cents for fy16/17,1
systra partners meinhardt to deliver two kl-singapore hsr design contracts,0
maybank appointed ptptn panel bank,0
malaysia 's march industrial output up 4.6% on year,1
sources: star board gives green light for stake sale in cityneon ,1
mahb 's april passenger traffic up 16.9% - highest increase since feb 2014,1
prg 's manufacturing unit set to list in hong kong by year-end,0
"three-a 1q net profit increases 54.26% on higher product margins, lower foreign currency losses",1
t7 forms jv to manufacture high-value metal treatment,0
s p setia optimistic of achieving rm4 bil sales this year despite lower 1q net profit,1
"ocbc acquisition of nab 's private wealth business ' marginally positive ', says rhb",0
kerjaya prospek bags rm207.36m contract,0
cab cakaran proposes 2-to-5 share split; bonus issue,0
matang fails to buy raub oil palm land,-1
"2h recovery still in sight for delfi, says cimb",0
wilmar reports 51% rise in 1q earnings; ceo kuok says spinoff listing of china ops possible,1
50 software sidekicks to help smes grow their businesses,1
cabnet holdings ipo public tranche oversubscribed 48 times,0
mitrajaya bags rm160.1m construction job,0
another strong earnings beat by direct-seller best world,1
"abu dhabi 's ipic, 1mdb multibillion settlement deal gets court approval",0
fbm klci up 8.83 points on crude oil price rise,-1
"pr1ma to put 21,672 homes on the market in 2017",0
malaysia has highest percentage of people expecting to live on pension post retirement,0
johari: report on budiman committee ' maliciously misleading ',0
special report: a settlement or a compromise?,-1
maybank 's invest asia uk attracts more than 300 delegates from 23 countries,1
mmc eyes handover of loss-making penang ferry ops to prasarana in 2 months,-1
cover story: ' interest is back in investment banking ' ,1
cover story: inorganic growth back on the radar post-t18,-1
cover story: cimb moves forward,1
"companies should consider ipo for funding, an alternative to govt incentives - mida",0
"omesti teams up with foster moore, offers electronic business registry platform to asean",1
nazir razak: malaysia 's govt needs to improve transparency after 1mdb scandal,0
"7-eleven aims to boost sales via tie-up with lazada, molpay",1
"klci up 0.65%, struggles to breach 1,780 level",-1
office space on demand,1
astro launches free internet video streaming service in digital push,1
hatten land sinks into the red on rto-related expenses,-1
halcyon agri sees trebling of 1q earnings to s$15.5 mil after merger,1
"ocbc to acquire national australia bank 's private wealth business in s ' pore, hk",0
"alcom jumps 17.7% on soaring 4q earnings, dividend",1
frasers centrepoint sees 42% fall in 2q earnings to s$71 mil,-1
mk land sells perak land for rm72m,0
kimlun confident of rm600m-rm700m new job wins for fy17,0
drb-hicom aims to make auto complex regional hub,0
"klci pares gains, still up 0.55%",1
challenging fy18 expected for sapura energy,0
market may trade sideways this week,0
"' too many focuses, making pemandu less effective '",0
"uk opportunities abound for malaysian developers, construction players",0
"no rush to sell o&g assets, says ekuinas",0
look at long-term solutions to be viable,0
irb seizes lee kim yew 's fds worth rm126m,0
managepay rises 2.08% on appointment as card payment facilitator,1
gadang up 2.34% on winning trx city job,1
"iwcity active, rises 4.35% after recent beating on aborted bandar malaysia deal",1
malaysia 's taxation on cigarettes excessive,1
tax cuts will boost malaysia 's competitiveness,1
air selangor denies special treatment for splash,-1
"hong kong 2q gdp grows 3.5%, outlook clouded by trade war",1
"turkish lira crashes to record low on worries over economy, us row",-1
bbcc phase 2 to start next year with third serviced apartment block,0
m summit offers elderly-friendly condos in penang,1
philippines sets rules for ' virtual monopolist ' grab after uber deal,0
qatar set to be outstripped as world 's richest place by macau,1
customs confirms lack of funds to pay gst refunds of rm19.4b,-1
qualcomm reaches settlement in anti-trust case with taiwan regulator,0
"mot defers container tariff hike for six months to march 1, 2019",0
malaysian manufacturers benefitting from us-china conflict,1
tycoon victor li bets big on hong kong 's frothy property market,0
new-found love for malaysia drive stocks to overbought territory,0
midf: malaysia 's high youth unemployment rate is ' normal ',0
"klci rises 0.78%, petronas-linked stocks lift ",1
ilmu education ipo off the cards,0
fed balance sheet reduction may impact ringgit,-1
gsc eyes rest of indochina,0
cimb ib research raises target for gas malaysia to rm2.99,0
cimb ib research raises target for hartalega to rm5.44,0
nurul izzah to speak at world economic forum – asean 2017,0
bi075ads@yahoo.com,0
"klci to trend sideways, look to select blue chips for support",0
"' pirates ', beware of the sc 's newly enhanced cg code",1
developers still optimistic despite softening market ,0
trade wise: new appliance to boost vs industry ,1
11 rumah selangorku projects to be completed this year,1
centurion posts 15% growth in 1q earnings on higher revenue,1
fu yu reports 46.3% fall in 1q earnings,-1
sime darby property rolls out festive season campaign for homebuyers,1
"ijm perennial development unveils the light city, penang",0
sabana reit manager ceo xayaraj steps down; acquisition of 47 changi south ave 2 aborted,-1
raffles education 's 3q losses widen 43% to s$9.4 mil on lower revenue,-1
"fajarbaru 's visual docking contract at klia2 extended for one year, valued at rm5.5mil",0
perak transit clarifies income forecast,0
sasbadi bags rm4.3m in textbook contracts from moe,0
irb seizes lee kim yew 's fds worth rm126m over country height 's tax arrears,0
comintel gets 5th extension approval from seda on fit start date,0
managepay 's unit to facilitate card payments for new taxi e-hailing app,1
hartalega 's 4q net profit up 45% y-o-y,1
tnb signs new power purchase agreement with ytl plant in terengganu,0
gas malaysia allocates rm500m capex for pipeline network expansion,0
"eka noodles makes about-turn, resumes subsidiaries ' ops",0
trc synergy signs agreement with starwood australia to manage hotel in melbourne,0
perennial and ijm unveil s$1.5b integrated waterfront development in penang,1
qaf posts 13% decline in 1q earnings after partial divestment of gardenia bakeries kl,-1
"gas malaysia 1q net profit up 7.5%, helped by higher volume of gas sold",1
malaysia smelting 1q net profit drops 30%,-1
gadang jv bags rm327.9 mil road infrastructure job from trx city,0
malaysia 's youth unemployment rate fell slightly to 10.5% in 2016,1
"klci pares losses on axiata, westports",1
singpost could take one-off impairment charge on troubled tradeglobal in 4q: uob,0
pua calls on mof to explain the basis for arul 's sacking from trx city and bandar malaysia board,0
kym set to expand export market,1
securities-commission-malaysia_sc.jpg,0
ppb 's engineering arm bags rm50m jobs ytd; bullish on cinema ops,0
grab brings back taxi-sharing,1
glove counters rise after uob kay hian upgrades kossan to buy,0
green shoots finally emerging at stanchart ,0
"being nimble the key to staying relevant, says malaysia 's oldest bank   ",0
"u mobile speeds past 10% market share, nears ipo  ",1
why cimb likes this lesser-known heathcare operator,0
ekuinas says not late in reducing o&g exposure,0
uob malaysia expects bnm to stand pat on opr,0
idris jala: malaysia still on track to achieve high-income nation status by 2020,1
klci retreats in line with mixed regional sentiment,-1
this reit has enjoyed 8 straight quarters of dpu growth,1
standard chartered: chinese 3rd largest tourist group in malaysia,1
buying into vietnam 's sizzling market,0
"number of women in managerial positions in malaysia remains high in 2017, says hays",1
waiting for vinamilk,0
ocbc reports 14% increase in 1q earnings to s$973 mil,1
star media group subsidiary offered to sell its stake in cityneon,0
sime darby gearing up for malaysia vision valley,0
misc not impacted by east malaysia cabotage exemption,0
still a big question mark over bandar malaysia,0
private placement positive for uzma,-1
long-term gains from impression melaka for yong tai,1
imf: malaysia 's 2017 economic growth seen at 4.5%,1
ceo confidence in m'sia more optimistic in 1q17,1
tm 's management reshuffle continues,0
foreign participation on bursa remained elevated,1
hartalega gains 3.5% on positive technicals,1
tien wah 1q earnings down 26% on lower gross profit margin,-1
kimlun wins rm263m contract to build mbjb office complex,0
revision makes plus toll rates ' palatable ',-1
"malton says not in talks with epf, dalian wanda on bandar malaysia",0
renewable energy not yet a threat to o&g industry,0
"' longer, heftier oil production cuts needed '",-1
klci remains muffled at mid-morning,0
managepay rises 4.17% on plans to deploy credit card terminals,1
tien wah dips 4.48% after decline in 1q earnings ,-1
" media prima down, rev asia up on plan to create nation 's largest digital media company",0
"iwc extends loss, tumbles 23.6% in active trade ",-1
klci gets off to muted start ,-1
malaysia needs to fine-tune growth drivers,0
tnb unit bags job in pakistan,0
"media prima buys rev asia 's ad, social media biz for rm105m",0
iwc hits limit-down after bandar m'sia deal collapsed,0
jti to close shah alam factory with 270 jobs to go,-1
' my removal from trx city and bandar malaysia expected ',0
"affinhwang capital starts coverage on ql resources, target rm5.56 ",0
"pensonic may climb higher, says rhb retail research",0
cimb ib research raises target for media prima to rm1.16 ,0
"macron victory reduces political risks to wider europe, says fitch ratings ",1
"klci to trade range bound, remain above 1,760-level  ",0
fraser and neave posts 67% fall in 2q earnings to s$3.8 mil,-1
"housing project in taman rimba kiara to go ahead, says tengku adnan",0
arul: my removal from trx and bandar malaysia is expected,0
wct says not bidding for indo-china expressway construction project,-1
mk land sells nine perak land plots for rm72m,0
doubts over china firms ' involvement in malaysian port projects,-1
"media prima buys rev asia 's advertising, social media biz for rm105m",0
tien wah 1q earnings down 26.27% on lower gross profit margin,-1
global premium hotels ' 1q earnings slip 5% to s$3.2 mil,-1
posco claims us$3.55m from sarawak oil palms ' unit over sales contract dispute,0
panpages buys 30% stake in lay hong subsidiary,0
"managepay to deploy 3,000 credit card terminals to 748 outlets of jcorp 's unit",0
perennial 's 1q earnings more than quadruple to s$38.7 mil on one-off divestment gain,1
tnb remaco bags us$176m o&m contract in pakistan,0
tnb unit wins us$176m operation and maintenance contract in pakistan,1
texchem 1q net loss narrows as revenue grows,-1
govt has introduced ' more palatable ' toll rates since 2011 - uem,-1
censof bags rm7.5m job from lhdn,0
kimlun wins rm263m job to build mbjb office complex,0
key asic starts production on two newly designed chips,0
klci rises with asian markets after macron win,0
ubs wealth management 's invested assets in asia pacific cross chf 300 bil,0
"fge 's fesharaki: longer, higher production cuts necessary to keep oil prices stable",0
e-commerce delivering growth to pos malaysia ,1
telekom malaysia appoints first woman cfo,0
the state of the nation: opr decision likely to stick to growth mandate ,1
' renewable energy not yet a threat to o&g ',0
two-part plan to split up felda and fgv mooted ,0
aecom bags reference design consultant package for kl-singapore hsr project,0
petronas committed to continue with production cut,0
"malton says not in talks with epf, dalian wanda on bandar malaysia",0
cdl hospitality trusts gets a dpu kick from the lowry,0
parent company throws cosco shipping a lifeline,0
"unlikely for bnm to cut opr now, says euler hermes economist",0
asian pac to launch fortune centra mixed development in kepong,0
chivas venture malaysia finalist aims to revolutionise urban farming,1
klci pares gains on lack of fresh catalysts,-1
the elements needed for iskandar malaysia 's success,0
where young income earners dwell,-1
malaysia re-issues hovid 's pharmaceutical manufacturing licence,0
s p setia to launch phase 1 of satori villa in setia ecohill by 3q2017,0
"a s ' pore reit with proactive management, well spread-out lease expiry profile",0
"this s ' pore reit gets ' hold ' on new office supply, uncertainty over acquisition",0
"opec, non-opec oil cuts to be extended, says saudi energy minister",0
fusionex bags technology partner award from amazon web services,0
"rhb research starts coverage on serba dinamik, target rm2.78",1
klci notches limited gains as bandar malaysia deal fallout dampens sentiment,-1
ioi corp downstream revenue seen rising on rspo compliance - moody ' s,1
"foreign buying eased to rm576.5m last week, says midf research",1
dr mahathir woos japanese university to set up malaysia campus,0
mahb shares rise amid report of turkish airlines ' bid for isga,1
"green packet 's unit, apigate team up to offer direct carrier billing",0
nwp aborts rm745m housing contract due to lack of progress,-1
prg 's hk-listed unit furniweb sees 1h net profit drop 76% on lower sales,-1
"market sentiment remains encouraging for fbm small cap index, says rhb retail research",1
"thai budget carriers ' losses mount, shares tumble",-1
malaysia 's june 2018 manufacturing sales up 7.8%,1
irwan serigar makes macc report over ' missing ' gst refund money,-1
sarawak report editor on najib trial: judiciary can perform without gag order,1
remaking malaysia: malapportionment is the name of the delimiting game,0
behind the us$90b brawl over credit card swipes,0
jho low asks us to explain malaysian thanks for seized yacht,0
umw-og proposes rights issue,0
challenges seen for rental reversions for mrcb-quill reit office assets,0
misc expects petroleum shipping market recovery,1
tan chong motors fails to sustain positive earnings momentum,-1
daibochi 's 1q net profit down on lower forex gain,-1
wilmar kept at ' add ' by cimb on attractive valuations and china listing plans,1
fgv expects better fy18 on ffb improvements,1
"ytl corp 2q net profit falls 14% amid lower construction, utilities contribution",-1
"elk-desa redesignates teoh hock chai as executive chairman, appoints ed as ceo",0
lafarge posts first loss-making year in nearly two decades,-1
"ann joo 4q net profit up 21%, pays 13 sen dividend",1
ytl power 's 2q net profit falls 18% on lower contribution from business segments,-1
"' yang yin ' house in singapore up for sale, likely to fetch rm104m",1
uoa development acquires land in sri petaling for rm61m for mixed development,0
"ioi properties 2q net profit plunges 60% on lower overseas project contribution, impairment loss",-1
"vsolar, utm abort plan to build solar power plant",0
yeo hiap seng posts 25.6% lower 4q earnings of s$10.3m on revenue decline,-1
genting singapore posts 29% decline in 4q earnings to s$134m,-1
"dayang enterprise posts record quarterly loss in 4q on lower margins, forex loss",-1
"sarawak plantation falls into the red in 4q, reports first annual loss",-1
scomi engineering to delist from bursa on feb 28,-1
klci ends week higher in tandem with regional markets,1
tadmax to return to the black in fy18,1
kfm proposes collaboration with mcm for pet food venture,1
sime darby motors appoints andrew basham as md,0
creative technology stock skyrockets 147% on ' holy grail ',1
scientex to acquire klang hock plastic for rm190m,0
what 's next after the budget 2018 buzz?,0
ocbc customers can now ask siri to show them the money,0
breadtalk serves up a stronger bottomline this lunar new year,1
four-lane road in kuching to complete by next month,1
unisem falls 6.8% on weaker 4q profit,-1
mbpj under fire for revealing identity of complainant to developer,-1
"positive view continues for fbm small cap index, says rhb retail research",1
"cahya mata sarawak 4q net profit falls by a third, proposes 8 sen dividend",-1
fgv 4q earnings decline 32% to rm76.57m,-1
"ioi corp 2q earnings jump 37 times on fair value, forex gains",1
"ioi corp 2q net profit rm595.90m, proposes 4.5 sen dividend",1
industrial division to continue driving fy18 growth at sime darby,1
fgv 4q net profit falls to rm76.57m from rm112.46m a year ago,-1
"klci poised to end week on positive note, public bank lifts",1
marec '18 to focus on tackling challenges in the digital age,1
mbm resources shares slide after first-ever annual loss,-1
gci development debuts in kl with hilltop villas in taman bukit desa,0
top glove hits record high of rm9.98,1
st engineering says fy17 earnings up 5.6% to s$511.9m on higher sales,1
new silkroutes expands into medical consumables business with china acquisitions; trading suspension to be lifted on monday,1
"sembcorp to list india energy unit on bse, nse after strategic review; reports 84.6% fall in 4q earnings to s$22.8m",-1
public bank 's share price continues record run,1
"bigpay going to be huge asean fintech, says fernandes",1
"perak transit active, up 1.64% after publicinvest starts coverage",1
msm earnings recovery expected with favourable sugar price,1
malakoff 's prospective dividend yield offsets weak earnings outlook,-1
d&o seen to have higher profit margin on better product mix in fy18,1
hibiscus ' long-term prospects promising on increasing production,1
airasia x expected to perform well from fy18,1
gas malaysia to build rm180m natural gas pipeline in perak,1
apex healthcare up 6% on strong 4q earnings,1
muhibbah 's 49%-owned unit bags rm149m job in qatar,0
former pos malaysia ceo joins airasia 's logistics arm,0
vivocom makes cash call,0
local manufacturers face debt collection delays - fmm,-1
public bank 's teh warns of potential downside pressure,-1
"malaysia smelting corp swings to net loss in 4q, proposes four sen dividend",-1
klci rises in line with regional rebound,1
maybank sees debit card payments growing 57% this year,1
"johor land ex-md, one other charged for insider trading",-1
' no plans to continue planting in liberia for now ',0
"malaysia in integrity crisis, with worst score on graft index",-1
sime darby 2q net profit falls by half,-1
malaysia smelting corp down 4.97% after posting 4q net loss,-1
"vivocom active, falls 4.35% after proposing rights issue",-1
mbm resources falls 4.80% on 4q loss ,-1
"innoprise active, jumps 25.4% on dividend plan ",1
media prima falls 4.03% after slumping to rm650.66m loss in 2017 ,-1
klci gets off to flattish start,0
kitchen-sinking exercise pulls media prima into deep losses,-1
mbm resources slips into its first loss on impairment charges,-1
a pricey deal for hap seng plantations,0
mahb falls short of earnings estimates,0
sime darby plantation eyes leading indian edible oil firm,1
axiata says no re-merger talks underway with tm,0
"ringgit to fluctuate in the range of 3.9065 – 3.9170 against usd today, says ambank research",0
cimb research cuts target price for media prima to 50 sen,1
"frontken may move higher, says rhb retail research ",1
"george kent may rise higher, says rhb retail research ",1
"cimb research keeps add on kossan, lowers target to rm9.57 ",1
"axiata associate idea offers cashbacks for 4g smartphone buyers, says report ",1
"2017 a good year for aviation safety, says iata ",1
"klci to end week on positive note, eye 1,860-level     ",1
"vitrox 4q earnings up 9%, annual profit beats consensus estimates",1
sam engineering 3qfy18 earnings up 81% on stronger aerospace segment revenue,1
allianz 4q net profit sinks a little on higher flood claims,-1
"bintulu port 4q net profit rises marginally, declares 10 sen dividend",1
sime darby 2q net profit falls by half to rm305m,-1
amara posts 36% fall in fy17 earnings to s$24 mil on higher selling costs and tax expenses,-1
kingsmen posts 18.1% decline in fy17 earnings to s$9.7 mil on lower revenue,-1
united engineers ' fy17 earnings fall 36% to s$89.6 mil on discontinued operations,-1
"amalan setar owns ttdi kindergarten site, say sources",0
mbm resources slips to its first loss on impairment charges,-1
axiata says no re-merger talks underway with tm,0
vivocom makes cash call,0
johor land ex-md and one other charged for insider trading,-1
media prima sees second consecutive year of loss in fy17,-1
kian joo 's 4q earnings up 78% to rm46.9mil,1
skp resources 3q18 profit slips 1.25%,-1
fajarbaru 2q profit triples on better timber demand,1
"apex healthcare 4q net profit grows 89%, recommends 6.5 sen final dividend",1
kossan 's 4q net profit up 2.4% on improved performance in gloves division,1
toyo ink says unaware of reason for uma,0
muhibbah 's 49%-owned firm bags contract worth rm149 mil from qatar government,1
"malaysia going through an integrity crisis, says transparency international",-1
"malaysia smelting corp swings to net loss in 4q, proposes 4 sen dividend",-1
seacera buys 70% stake in construction firm for rm35m,0
amfirst reit appoints azlan baqee as new coo,0
unisem 4q net profit drops 38% to rm32.02mil,-1
"lii hen 4q earnings dips 18.8% to rm15.3m, declares 8 sen dividend",-1
scientex share trade to be suspended tomorrow,-1
"eagle high denies watchdog 's allegations, says it 's profitable",0
"axiata returns to the black in 4q on forex gains, declares 3.5 sen dividend",1
wilmar reports 23.8% decline in 4q earnings to us$427.5m,-1
malaysian stocks close lower in tandem with global market pullback,0
posh well-positioned to ride osv recovery,1
fbm klci down 9.65pts on profit taking,-1
eco world international partners invesco real estate to forward-fund development of build-to-rent units in uk,1
foreigners not welcome as malaysia joins property clampdown,-1
grab says it holds 65% of indonesia ride-hailing market,0
"top glove obtains mareva injunction against adventa capital, low chin guan, wong chin toh, acpl",0
"hatten land reports 96% fall in 4q earnings to rm2.6m on lower revenue, higher expenses",-1
trump unblocks more twitter users after us court ruling,0
"kip reit buys aeon mall kinta city, ipoh for rm208m",0
hartalega drops; trading volume doubles,0
uk and eu said to drop their october deadline for brexit deal,0
myeg upgraded to outperform at credit suisse,1
rhb research maintains ' buy ' call on drb-hicom,0
"kip reit buys aeon mall kinta city, ipoh for rm208m",0
"petron 4q net profit down 11.6%, declares 25 sen dividend",-1
brdb to seek out opportunities in challenging market,1
singapore ranked 2nd least corrupt in asia pacific,1
"as oil recovers, new contracts trickle in for sembmarine and keppel",1
"axiata posts 4q profit on improved ebitda, forex gains; declares 3.5 sen dividend",1
ttdi residents to unveil ' new facts ' on court case against dbkl,0
wan saiful leaves ideas amid speculation he will be contesting in ge14,0
cover story: when the stock market can ' t compete,-1
sime darby plantation confirms interest in indian firm ruchi soya,1
here 's why thaibev is kept at ' buy ' even as 1q earnings tank,0
former pos malaysia ceo joins airasia 's logistics arm,1
improving order outlook keeps sembmarine at ' buy ' despite 4q provisioning of everything but the kitchen sink,0
"fbm small cap index likely to test 16,969 peak, says rhb retail research",1
save kuala lumpur coalition mulls taking dbkl to court,0
"ibraco 's planned rm25.5m building sale to major shareholder fair and reasonable, says kenanga ib",0
"m'sia 4q17 labour productivity up 3.6% y-o-y, says statistics dept",1
bnm international reserves down 0.1% at us$103.6b as at feb 15,-1
cover story: bringing retailers back to bursa malaysia,1
sime-darby-plantation_www.simedarbyplantation.com,0
 public-bank_publicbankgroup.com,0
sc charges duo for insider trading involving johor land shares in 2009,0
gas malaysia inks pipeline project with perak state for rm180m,0
klci dips 0.72% as tenaga and blue chips weigh,-1
toyo ink gets uma query after shares hit five-year high on limit-up,1
fmm: many malaysian manufacturers face collection delays,-1
maybank aims for 100m debit transactions in 2018,0
petronas secures maiden lng supply agreement to india,1
higher oil prices to improve singapore airlines ' competitiveness,1
trendlines turns profitable in fy17 on higher fair value of portfolio start-ups,1
breadtalk 's fy17 earnings double to s$21.8m,1
mahb 's fy17 earnings miss estimates,-1
"d&o up 3.85% on strong 4q net profit, dividend",1
hibiscus rises 2.1% on higher 2q earnings,1
opr hike impact marginal for affin,0
fima 's earnings growth to resume from fy19,1
uem edgenta 's balance sheet strengthened on oic disposal,1
three-a resources seen to enjoy steady growth in f&b sector,1
petchem expected to continue to benefit from gift,1
ghl systems 4q net profit up 11.5% as overseas contribution rises,1
msm malaysia 4q earnings down 9% on higher finance cost,-1
malakoff 4q net profit more than halves,1
cagamas issues rm305m papers to purchase home loans,0
merge energy bags rm106m job to build water treatment plant in johor,1
mpcorp shares plunge after getting winding-up notice,-1
d&o expects to win proton contract,1
brahim 's to raise rm9.9m via placement,1
box-pak posts fifth loss-making quarter as cost pressure mounts,-1
"karex active, up 2.68% on positive technicals",1
kinsteel appoints liquidator after court notice,0
airasia x 4q net profit more than doubles on higher passenger volume,1
gopeng 4q profit up 62.6%; proposes bonus issue,1
"jaks, star media shares down for second straight day as injunction filed",-1
"uoa 4q profit down, proposes 15 sen dividend",-1
"klci reverses loss, gains seen limited",0
"long hard slog on aax, but feeling good, says fernandes ",0
eden inc falls 11.11% in active trade after winding-up petition from irb ,-1
"aax active, jumps 7.41% on solid 4q earnings",1
"klci dips 0.18%, tracks regional losses   ",-1
mahb eyes ebitda growing 10% this year,1
morgan stanley: not too late to join the election rally,0
"four genneva directors sentenced to jail, fined rm1m each",-1
hap seng plantations buys 55% of smaller rival kretam,0
eden slapped with winding-up petition,-1
"ringgit to fluctuate in the range of 3.8976 – 3.9140 against usd today, says ambank research ",0
"karex may rebound higher, says rhb retail research ",1
"wah seong may trend higher, says rhb retail research ",1
"cimb ib research downgrades sime darby, lowers target to rm2.42 ",-1
"cimb ib research upgrades aax, raises target price to 41 sen ",1
fernandes hails aax 's 2017 financial results ,1
"mixed corporate earnings to set the tone at bursa, klci to defend 1,850-level",1
cagamas issues rm305m papers to purchase home loans,0
"four genneva directors sentenced to jail, fined rm1m each",-1
bm mobility rolls out electric scooter fleet for rent at university of malaya,1
hap seng plantations to acquire 55% stake in smaller rival kretam for rm1.18b,0
hap seng plantations to acquire smaller rival kretam for rm1.18b or 92 sen per share,1
irb intends to liquidate eden inc for rm3.2 mil tax due,0
gopeng proposes 1-for-2 bonus issue,1
airasia x 's 4q net profit more than doubles on higher passenger volume,1
brahim 's proposes private placement to raise up to rm9.92m,1
box-pak posts fifth loss-making quarter as cost pressure mounts,-1
"airasia x 's net profit doubles in 4q, supported by 12% growth in passenger volume",1
al-aqar reit announces 3.95 sen dpu as 4q net income jumps 87%,0
d&o green tech 4q net profit jumps 83% on better margin,1
klci rises slightly as investors shift focus to corporate results,1
morgan stanley: not too late to join the election rally,0
ghl systems 4q net profit up 11.5% as overseas contribution rises,1
"digital products & services to drive 60% of singapore 's gdp by 2022, predicts study",1
petrol prices down 6 to 7 sen per litre,-1
"time for investors to switch out from starhub into singtel, says ocbc",0
merge energy bags rm105.55m job to build water treatment plant in johor,0
"in 2018, reliable income does not come by easy",-1
"bumitama agri 's price target cut on lower production growth, higher taxes",-1
brc asia offers 42 s ' pore cents per share for all lee metal shares,1
uob discretionary portfolio management helps boost wealth aum to s$104b in 2017,1
do universities prepare students enough for their first jobs?,0
"these 5 s ' pore-listed stocks could benefit from surprise delay in gst hike, says credit suisse",1
tech: enabling frictionless cross-border remittances with ripple,1
hibiscus 2q net profit up 3.4% on higher revenue,1
' malaysia still attractive to taiwanese investors ',0
"malakoff 's 4q earnings slump 52% to rm43.7m, proposes 3.7 sen dividend",-1
"mahb 4q profit drops 16% on higher costs, proposes 8 sen dividend",-1
"uoa posts 45% drop in 4q net profit, proposes 15 sen dividend",-1
"d&o green tech to see double-digit revenue growth for fy18, says md",1
"hock seng lee steps up execution, sees earnings boost ahead  ",1
msm 4q net profit declines 9.1% on lower revenue,-1
"malakoff 's 4q net profit falls to rm43.72m, proposes 3.7 sen dividend",-1
ucrest partners key asic to sell imedic platform in rm3.27m contract,0
pertubuhan ihsan johor to build 50 houses this year,0
mahb 4q net profit falls 16.4% to rm27.86m on revenue of rm1.25b,-1
"klci tracks regional markets higher, gains seen limited",1
sembcorp reorganisation a precursor to listing of india assets?,0
dr tan min-han 's start-up lucence offering targeted cancer tests,0
singapore 's budget 2018 negative for developers; positive for reits: morgan stanley,-1
"pecca jumps 6.15% on upgrade, positive outlook",1
"hap seng plantations, kretam share trade suspended",-1
nestle hits record high after posting 4q results but analysts mixed on ratings,1
"publicinvest upgrades 3a to ' outperform ' on solid fundamentals, share price weakness",0
posh 's 4q net loss narrows but osv market stays under pressure,0
associate earnings seen improving for bermaz auto from 2hfy18,1
pioneer tax status to benefit cb industrial more from end-fy18,1
sime darby plantation 's long-term prospects promising,1
expect pecca 's revenue to grow at cagr of 6.4% for fy17-fy20,1
market set to trend higher,1
' cryptocurrencies yet to be a significant disruptor to financial markets ',-1
ayala land owns 72.3% of mct as general offer closes,0
"better prices, stronger sales boost petchem 's 4q profit",1
bdb posts first loss-making year since 1998,-1
nestle 4q net profit doubles to rm133.5m; proposes rm1.35 dividend,1
jde asia 's offer for oldtown shares open until march 13,0
trading of kretam shares halted pending material announcement,0
"klci reverses loss, sentiment stays mixed",0
mp corp tumbles on getting winding-up petition from rhb bank,-1
"uem edgenta jumps 10.68% on special dividend, firm 4q earnings ",1
moody ' s: absent improvements in productivity curb growth potential,-1
versatile creative sees ' double-digit ' fy18 revenue growth,1
uem edgenta declares bumper dividend after 4q profit jumps 20 times,1
"jaks, star media at loggerheads over project delay",-1
rhb bank wants to wind up mp corp,0
"magni-tech may rebound higher, says rhb retail research",1
fgv drops after company slipped into red in 2q,-1
fast-food chain yum china rejects us$17.6b hillhouse buyout offer - source,-1
australia 's sovereign fund says bank regulator not ' awake at the wheel ',-1
higher property sales seen to lift tiong nam 's 2qfy19 earnings,1
ql resources 1q performance within expectations,1
stronger second half anticipated for taliworks,1
bimb expected to improve asset yield from loan portfolio rebalancing,1
stronger quarters ahead anticipated for matrix,1
southeast asia seen to remain challenging for parkson,1
ismail bakar takes over as chief secretary,0
cimb research raises target price for petronas chemicals to rm8.90,1
"cimb research downgrades nestle, raises target price to rm97.40",0
can you do the job?,0
"electric vehicle adoption an increasing threat to oil demand, says fitch",-1
uobkayhian raises target price for scientex to rm8.50,1
overnight fall on wall street likely to weigh on bursa,-1
mp corp gets winding-up petition from rhb bank over rm118m debt,-1
retaining the right talent is just as important as hiring them. here 's why,0
"strict regulations needed for buildings in m'sia, says pam",0
jde asia 's offer for oldtown shares open until march 13,0
"uem edgenta pays special, interim dividends after 4q profit jumps 20 times following oic sale",1
"nestle posts record high 4q earnings of rm133.5m, proposes rm1.35 final dividend",1
oil refiners face rising risk from transition towards carbon-free world - moody ' s,0
halex 4q net loss narrows by 70.6% to rm6.21m,-1
"nestle 's 4q net profit jumps 99.5% y-o-y to rm133.54 mil, declares rm1.35 dividend",1
klci declines along with regional peers as investors take profit,0
singapore o&g kept at ' accumulate ' by phillip as 4q earnings more than double,1
comfortdelgro stuck in a jam as competition watchdog extends uber alliance review,0
